time_sec,joint_pelvisYaw,joint_pelvisPitch,joint_pelvisRoll,joint_lShoulderPitch,joint_lShoulderRoll,joint_lShoulderYaw,joint_lElbow,joint_lWristRoll,joint_lWristPitch,joint_rShoulderPitch,joint_rShoulderRoll,joint_rShoulderYaw,joint_rElbow,joint_rWristRoll,joint_rWristPitch
0.000000,-0.007224,0.013820,-0.022231,-1.042975,-1.216150,1.592803,-1.474570,-0.008903,0.032199,-0.669126,-1.308787,-0.541556,1.570000,0.007195,-0.025354
0.033333,-0.007425,0.014743,-0.013808,-1.072531,-1.195301,1.673833,-1.486159,-0.017358,0.036825,-0.732126,-1.273689,-0.821892,1.570000,0.004114,-0.029279
0.066667,-0.006442,0.019137,-0.011277,-1.085080,-1.171679,1.702755,-1.461620,-0.021999,0.026971,-0.775152,-1.274046,-0.989811,1.570000,0.011267,-0.026581
0.100000,-0.015278,0.014694,-0.021455,-1.052323,-1.219766,1.603396,-1.489876,-0.011171,0.042083,-0.669543,-1.307275,-0.557721,1.570000,0.004439,-0.037802
0.133333,-0.001902,0.018806,-0.015989,-1.098361,-1.185115,1.685619,-1.480119,-0.021033,0.036211,-0.755501,-1.267555,-0.891536,1.570000,-0.005601,-0.023187
0.166667,-0.005826,0.013901,-0.017967,-1.055744,-1.223654,1.589718,-1.479603,-0.004322,0.030690,-0.662276,-1.311373,-0.546448,1.570000,0.005428,-0.033920
0.200000,-0.009518,0.014124,-0.011360,-1.095179,-1.189406,1.703281,-1.464073,-0.018375,0.029968,-0.779986,-1.260295,-1.017832,1.570000,-0.002534,-0.022403
0.233333,-0.007747,0.020062,-0.018193,-1.078591,-1.202875,1.656298,-1.489887,-0.018019,0.028358,-0.731594,-1.286666,-0.794877,1.570000,0.004858,-0.024270
0.266667,0.000103,0.017336,-0.013154,-1.083681,-1.186590,1.688053,-1.453914,-0.024896,0.027155,-0.766854,-1.263979,-0.995214,1.570000,0.001517,-0.022794
0.300000,-0.007725,0.018604,-0.017589,-1.094370,-1.210140,1.655704,-1.481236,-0.010233,0.031748,-0.736447,-1.279968,-0.811646,1.570000,0.007088,-0.018088
0.333333,-0.013005,0.016767,-0.012919,-1.080948,-1.194728,1.673256,-1.463410,-0.014190,0.031592,-0.756431,-1.263285,-0.942768,1.570000,0.011999,-0.031287
0.366667,-0.013296,0.012668,-0.020635,-1.032106,-1.230836,1.534378,-1.493333,-0.000790,0.029646,-0.631341,-1.321818,-0.387662,1.570000,0.001500,-0.032746
0.400000,-0.003325,0.019531,-0.014695,-1.091189,-1.187236,1.678137,-1.473066,-0.012527,0.026168,-0.757985,-1.264213,-0.904174,1.570000,-0.000027,-0.029520
0.433333,-0.010003,0.014329,-0.021131,-1.048123,-1.218805,1.601808,-1.499789,0.001443,0.032960,-0.659566,-1.313528,-0.530118,1.570000,0.009385,-0.025979
0.466667,-0.012181,0.018862,-0.018851,-1.069997,-1.218014,1.658521,-1.474041,-0.019435,0.026958,-0.716472,-1.276070,-0.744716,1.570000,-0.002056,-0.028575
0.500000,-0.010218,0.013109,-0.014417,-1.074531,-1.196040,1.665806,-1.487025,-0.021828,0.036399,-0.710756,-1.283029,-0.757079,1.570000,0.008137,-0.033239
0.533333,-0.014014,0.018887,-0.013337,-1.088544,-1.195879,1.677416,-1.480335,-0.017748,0.037936,-0.723794,-1.273128,-0.845586,1.570000,0.006364,-0.030015
0.566667,-0.008174,0.015272,-0.016681,-1.091905,-1.198778,1.672963,-1.482516,-0.019584,0.030997,-0.740956,-1.277951,-0.871557,1.570000,0.004689,-0.019542
0.600000,-0.014461,0.009018,-0.021803,-1.025436,-1.228231,1.516828,-1.472852,-0.003052,0.037092,-0.609095,-1.334113,-0.351955,1.570000,0.002833,-0.024071
0.633333,-0.012534,0.014479,-0.022540,-1.049645,-1.216452,1.574854,-1.493968,-0.009509,0.038851,-0.654341,-1.316419,-0.484413,1.570000,0.003305,-0.032999
0.666667,-0.005062,0.014385,-0.021073,-1.055431,-1.212978,1.611189,-1.486082,-0.013754,0.040216,-0.671523,-1.302679,-0.581394,1.570000,0.008408,-0.026948
0.700000,-0.015588,0.017976,-0.014954,-1.083994,-1.213291,1.642667,-1.478563,-0.008217,0.034315,-0.718172,-1.290712,-0.776427,1.570000,-0.004876,-0.026380
0.733333,-0.004455,0.019293,-0.013672,-1.084968,-1.189919,1.694929,-1.472932,-0.023175,0.026987,-0.771292,-1.263753,-0.961501,1.570000,0.000281,-0.026771
0.766667,-0.014952,0.020140,-0.014016,-1.084073,-1.189815,1.663583,-1.487006,-0.007848,0.033777,-0.752675,-1.285234,-0.829702,1.570000,0.003795,-0.026503
0.800000,-0.010136,0.008658,-0.024163,-1.016115,-1.235489,1.513237,-1.476411,0.003627,0.035061,-0.588372,-1.325066,-0.327087,1.570000,0.009126,-0.029370
0.833333,-0.016927,0.013695,-0.019018,-1.074954,-1.203885,1.625646,-1.498344,-0.005445,0.036199,-0.699341,-1.288838,-0.660047,1.570000,-0.001684,-0.032167
