time_sec,joint_pelvisYaw,joint_pelvisPitch,joint_pelvisRoll,joint_lShoulderPitch,joint_lShoulderRoll,joint_lShoulderYaw,joint_lElbow,joint_lWristRoll,joint_lWristPitch,joint_rShoulderPitch,joint_rShoulderRoll,joint_rShoulderYaw,joint_rElbow,joint_rWristRoll,joint_rWristPitch
0.000000,-0.006792,0.011236,0.008223,-0.232202,-0.981890,-0.063805,-0.158733,-0.016593,-0.020730,-0.185111,-0.877145,-0.035696,0.315502,0.002604,-0.021630
0.033333,-0.000860,0.008261,0.017630,-0.186887,-0.891814,-0.059308,-0.258733,-0.003742,-0.013398,-0.169510,-0.800488,-0.052782,0.386240,0.004805,-0.017188
0.066667,-0.005080,0.010267,0.014874,-0.171846,-0.851775,-0.052140,-0.309336,-0.003669,-0.011893,-0.162319,-0.754999,-0.061839,0.439493,0.008527,-0.017553
0.100000,-0.004638,0.010814,0.012338,-0.151933,-0.791737,-0.046328,-0.373149,-0.007493,-0.010418,-0.145917,-0.710856,-0.071195,0.497859,0.008524,-0.013814
0.133333,-0.009900,0.012240,0.010307,-0.152186,-0.758479,-0.053911,-0.419258,-0.016518,-0.010275,-0.133438,-0.680174,-0.050129,0.546944,0.001181,-0.013080
0.166667,-0.025888,0.013186,-0.005496,-0.133268,-0.730974,-0.041939,-0.450689,-0.014052,-0.025110,-0.118222,-0.645520,-0.045821,0.587520,0.006841,-0.017726
0.200000,-0.024014,0.014706,-0.010752,-0.128148,-0.680652,-0.028992,-0.488572,-0.008513,-0.026920,-0.102900,-0.613266,-0.054181,0.634109,0.011142,-0.009613
0.233333,-0.021258,0.010453,-0.008104,-0.116966,-0.649438,-0.035618,-0.522807,-0.010107,-0.028764,-0.086818,-0.594621,-0.035489,0.659682,0.006840,-0.007482
0.266667,-0.026942,0.009540,-0.013988,-0.092836,-0.638553,-0.058781,-0.544742,0.000629,-0.037413,-0.064574,-0.554630,0.001517,0.688283,-0.002185,-0.007543
0.300000,-0.027495,0.016840,-0.015413,-0.087321,-0.606438,-0.053125,-0.568107,0.002493,-0.035247,-0.053111,-0.533294,0.004827,0.737423,-0.000238,-0.000398
0.333333,-0.018016,0.014790,-0.002714,-0.095009,-0.585432,-0.065727,-0.584102,-0.003045,-0.026485,-0.038762,-0.522407,0.019602,0.774446,-0.001491,0.000629
0.366667,-0.012789,0.012907,0.001099,-0.085526,-0.564310,-0.080862,-0.570538,0.001793,-0.016571,-0.031288,-0.497950,0.034201,0.805232,-0.014330,-0.007252
0.400000,-0.011005,0.023625,0.002524,-0.089234,-0.550546,-0.075085,-0.553827,-0.001188,-0.013146,-0.007781,-0.457129,0.023181,0.850442,-0.019978,0.000031
0.433333,-0.007424,0.021829,0.012147,-0.111926,-0.532792,-0.056316,-0.534635,-0.006583,-0.003839,-0.007144,-0.454350,0.012508,0.899828,-0.010108,-0.004809
0.466667,-0.002820,0.016224,0.013590,-0.115106,-0.527695,-0.054715,-0.505058,-0.007267,-0.004618,-0.011057,-0.433611,0.018104,0.930496,-0.005665,-0.009806
0.500000,-0.000551,0.016251,0.012738,-0.127960,-0.531994,-0.053106,-0.472631,-0.009555,-0.002012,-0.005718,-0.402692,0.008713,0.965354,-0.002672,0.002638
0.533333,-0.006568,0.016383,0.016077,-0.138984,-0.557285,-0.043746,-0.446011,-0.017382,-0.010576,0.002264,-0.397010,0.018581,1.001033,0.005147,0.002365
0.566667,-0.002325,0.011151,0.019872,-0.152524,-0.566030,-0.053197,-0.416379,-0.005906,-0.004899,-0.006851,-0.425440,0.041768,1.032224,0.007151,-0.004506
0.600000,0.002160,0.014123,0.024861,-0.166465,-0.585992,-0.054171,-0.376747,-0.000822,0.001559,-0.019258,-0.441051,0.041085,1.038913,-0.000061,-0.001488
0.633333,-0.003106,0.011002,0.023939,-0.177748,-0.613589,-0.056766,-0.351864,-0.004015,-0.000952,-0.007116,-0.460967,0.038092,1.024320,-0.004967,0.000584
0.666667,-0.001888,0.011338,0.025418,-0.177411,-0.637085,-0.039072,-0.321447,0.000248,0.000791,-0.027973,-0.518025,0.037983,1.000710,-0.010397,-0.015364
0.700000,0.006138,0.009790,0.022379,-0.180551,-0.658022,-0.040967,-0.312813,-0.002611,-0.007053,-0.054738,-0.568335,0.027434,0.956743,-0.010942,-0.017231
0.733333,0.000802,0.005656,0.019296,-0.180807,-0.690411,-0.033651,-0.315615,-0.008294,-0.012314,-0.069311,-0.597397,0.010296,0.895560,-0.005796,-0.016637
0.766667,-0.004919,0.007050,0.010384,-0.160074,-0.705138,-0.023789,-0.335138,-0.009540,-0.012512,-0.066642,-0.615970,0.001741,0.856861,-0.007317,-0.016288
0.800000,-0.002493,0.013484,0.013536,-0.155963,-0.710279,-0.016750,-0.366570,-0.004584,-0.002142,-0.072490,-0.652274,0.000945,0.846623,-0.008750,-0.011399
