time_sec,joint_pelvisYaw,joint_pelvisPitch,joint_pelvisRoll,joint_lShoulderPitch,joint_lShoulderRoll,joint_lShoulderYaw,joint_lElbow,joint_lWristRoll,joint_lWristPitch,joint_rShoulderPitch,joint_rShoulderRoll,joint_rShoulderYaw,joint_rElbow,joint_rWristRoll,joint_rWristPitch
0.000000,-0.009757,0.019790,0.023018,-0.573631,-1.315021,1.115538,-1.389878,-0.014840,0.013242,-0.877081,-1.335555,-1.712415,1.523905,-0.001732,-0.025765
0.033333,-0.004654,0.017624,0.031098,-0.551835,-1.300267,1.116445,-1.374136,0.002026,0.020878,-0.874523,-1.323924,-1.725050,1.498873,0.002273,-0.026817
0.066667,-0.014846,0.021852,0.024529,-0.552315,-1.301312,1.125138,-1.373635,-0.002118,0.026012,-0.877038,-1.307049,-1.732775,1.508092,0.009613,-0.032820
0.100000,-0.014127,0.024012,0.018466,-0.546890,-1.288151,1.128490,-1.372290,-0.011230,0.025482,-0.869700,-1.302383,-1.744613,1.508722,0.009205,-0.030988
0.133333,-0.018114,0.028568,0.011860,-0.564884,-1.309688,1.127414,-1.384890,-0.026354,0.024294,-0.876112,-1.307971,-1.737296,1.528524,-0.001921,-0.027806
0.166667,-0.041669,0.032432,-0.014141,-0.553247,-1.304507,1.140594,-1.381921,-0.026387,0.004101,-0.869996,-1.294879,-1.728618,1.537036,0.006537,-0.035343
0.200000,-0.042871,0.037411,-0.020898,-0.556607,-1.287733,1.158764,-1.372670,-0.021376,0.002946,-0.864316,-1.291980,-1.746436,1.540548,0.016897,-0.019984
0.233333,-0.034972,0.033224,-0.014927,-0.553369,-1.290991,1.146968,-1.375351,-0.019179,-0.003483,-0.860643,-1.311025,-1.736814,1.530065,0.010055,-0.017127
0.266667,-0.041279,0.034748,-0.023243,-0.536036,-1.315954,1.120513,-1.376889,-0.010282,-0.017768,-0.859875,-1.299948,-1.703079,1.521479,-0.003501,-0.010859
0.300000,-0.045837,0.045071,-0.024666,-0.533739,-1.317645,1.116194,-1.376525,-0.007683,-0.010213,-0.861032,-1.304883,-1.703220,1.530449,-0.000129,0.000118
0.333333,-0.027854,0.042509,-0.003468,-0.545860,-1.324206,1.089395,-1.386053,-0.013531,-0.002588,-0.858297,-1.330038,-1.696844,1.519792,-0.006214,0.002914
