time_sec,joint_pelvisYaw,joint_pelvisPitch,joint_pelvisRoll,joint_lShoulderPitch,joint_lShoulderRoll,joint_lShoulderYaw,joint_lElbow,joint_lWristRoll,joint_lWristPitch,joint_rShoulderPitch,joint_rShoulderRoll,joint_rShoulderYaw,joint_rElbow,joint_rWristRoll,joint_rWristPitch
0.000000,-0.001823,0.021214,0.004287,-0.535402,-1.374252,1.037144,-0.915849,0.005050,0.000768,-0.369770,-1.409364,-0.878412,0.763491,-0.014165,0.011263
0.033333,0.000881,0.024024,0.008500,-0.498584,-1.370693,0.963312,-0.882160,0.000833,0.007611,-0.352418,-1.409955,-0.843644,0.746884,-0.013868,0.018072
0.066667,-0.001301,0.030104,0.016793,-0.178262,-1.394056,0.039761,-0.496822,-0.014092,0.017036,-0.194827,-1.410000,-0.088580,0.491486,-0.017404,0.019542
0.100000,0.005159,0.032900,0.017380,-0.179765,-1.394208,0.056619,-0.502075,-0.008487,0.010318,-0.201100,-1.410000,-0.096057,0.495423,-0.005167,0.027296
0.133333,-0.010568,0.034297,0.019844,-0.190015,-1.391883,0.054850,-0.498867,-0.001338,-0.000207,-0.201378,-1.410000,-0.098408,0.500582,-0.008044,0.007967
0.166667,-0.000256,0.027626,0.011999,-0.381118,-1.379502,0.714938,-0.776223,0.003296,0.011948,-0.306725,-1.410000,-0.681412,0.680108,-0.009773,0.011498
0.200000,-0.005804,0.033171,0.020029,-0.184601,-1.389885,0.041630,-0.494176,0.004027,0.004405,-0.200288,-1.410000,-0.086564,0.494819,-0.017189,0.010549
0.233333,-0.001664,0.019358,-0.000073,-0.559205,-1.370780,1.081894,-0.929244,0.013090,0.015207,-0.381337,-1.407282,-0.917277,0.778523,-0.004499,0.011929
0.266667,-0.003559,0.032871,0.019755,-0.186136,-1.387018,0.047062,-0.489282,0.003396,0.010404,-0.203804,-1.410000,-0.089943,0.492158,-0.008093,0.017600
0.300000,-0.005632,0.032632,0.018051,-0.186571,-1.394642,0.050260,-0.494717,-0.008467,0.009814,-0.202938,-1.410000,-0.077068,0.489914,-0.017423,0.007705
0.333333,-0.007461,0.033686,0.018305,-0.188147,-1.384790,0.077580,-0.531257,-0.004601,0.011612,-0.206190,-1.410000,-0.120360,0.498989,-0.016604,0.026031
0.366667,-0.005843,0.032647,0.019775,-0.187799,-1.393707,0.049591,-0.495155,-0.005837,0.004476,-0.200324,-1.410000,-0.082134,0.483447,-0.012923,0.019937
0.400000,-0.010896,0.033376,0.016177,-0.189539,-1.385062,0.044540,-0.489370,-0.002502,-0.000244,-0.204719,-1.410000,-0.091874,0.497108,-0.017972,0.011027
0.433333,-0.005872,0.031562,0.022424,-0.182014,-1.382800,0.044858,-0.504521,0.002034,0.002762,-0.202981,-1.408600,-0.087342,0.496869,-0.016655,0.017725
0.466667,-0.010238,0.032634,0.020363,-0.185858,-1.386381,0.047275,-0.495794,-0.001688,0.009832,-0.198634,-1.410000,-0.080077,0.499534,-0.005080,0.014095
0.500000,0.004207,0.024465,0.005874,-0.497983,-1.369097,0.968969,-0.878370,0.006569,0.012540,-0.342524,-1.409833,-0.811803,0.736896,-0.013063,0.015230
0.533333,-0.003178,0.032510,0.017497,-0.187503,-1.388325,0.055970,-0.496873,-0.004311,0.016815,-0.209560,-1.408358,-0.089794,0.498033,-0.017109,0.013036
0.566667,-0.007730,0.033214,0.017491,-0.185066,-1.386715,0.046319,-0.498634,-0.002370,0.009255,-0.198397,-1.410000,-0.089813,0.493903,-0.015924,0.018860
0.600000,-0.004827,0.032880,0.020247,-0.182062,-1.386191,0.046542,-0.491866,-0.003299,0.000610,-0.197967,-1.410000,-0.086531,0.502327,-0.009234,0.015312
0.633333,-0.003614,0.031185,0.018142,-0.180213,-1.389410,0.059636,-0.515917,-0.016317,0.008165,-0.204388,-1.410000,-0.099481,0.490415,-0.013820,0.027035
0.666667,-0.003020,0.030704,0.019469,-0.180919,-1.391049,0.047552,-0.491832,0.001448,0.000258,-0.204444,-1.410000,-0.087382,0.488624,-0.007206,0.011692
0.700000,0.000988,0.033278,0.017106,-0.176662,-1.387371,0.040035,-0.498376,0.003043,0.008080,-0.203045,-1.410000,-0.081787,0.483917,-0.023649,0.018926
0.733333,-0.000236,0.026213,0.009866,-0.462368,-1.376218,0.919382,-0.843924,0.005746,0.010185,-0.347940,-1.410000,-0.825468,0.739210,-0.013109,0.010221
0.766667,0.001104,0.028419,0.017480,-0.178271,-1.382209,0.043405,-0.487358,-0.009956,0.000157,-0.205433,-1.410000,-0.094291,0.492300,-0.014487,0.011799
0.800000,-0.001557,0.030771,0.022057,-0.183174,-1.396122,0.056052,-0.511439,-0.016811,0.006871,-0.195673,-1.410000,-0.089796,0.502761,-0.016109,0.015428
0.833333,0.005895,0.034169,0.022547,-0.173689,-1.383542,0.056519,-0.508777,-0.001919,0.017976,-0.195199,-1.410000,-0.095711,0.500111,-0.010190,0.024534
0.866667,-0.010556,0.033643,0.018381,-0.185558,-1.383103,0.047064,-0.500340,-0.002094,0.009241,-0.204206,-1.410000,-0.082095,0.492990,-0.005970,0.013689
0.900000,-0.002100,0.033211,0.019721,-0.187078,-1.394730,0.043664,-0.492543,-0.004378,-0.000357,-0.202118,-1.410000,-0.091636,0.491347,-0.009346,0.011284
0.933333,0.001950,0.031405,0.017131,-0.176342,-1.381566,0.040940,-0.494289,-0.011517,0.015792,-0.200470,-1.408374,-0.084694,0.489813,-0.010149,0.020086
0.966667,-0.002073,0.033609,0.016883,-0.181285,-1.388003,0.050885,-0.488818,0.003069,0.013275,-0.208191,-1.410000,-0.092143,0.490433,-0.013176,0.014688
1.000000,0.001265,0.028064,0.016620,-0.180464,-1.386595,0.038243,-0.489892,-0.006938,0.009958,-0.202123,-1.410000,-0.096006,0.491704,-0.009461,0.011653
1.033333,0.005564,0.023929,0.005977,-0.535744,-1.375634,1.041099,-0.910204,-0.004290,0.010082,-0.364746,-1.410000,-0.879795,0.765520,-0.000121,0.007529
1.066667,-0.001257,0.025656,0.008635,-0.519108,-1.370488,1.005878,-0.892105,0.004920,0.003590,-0.362157,-1.410000,-0.863797,0.756847,-0.013616,0.005942
1.100000,0.003931,0.033013,0.020452,-0.196102,-1.394561,0.159002,-0.573040,-0.008939,0.016452,-0.217188,-1.410000,-0.217147,0.531440,-0.010230,0.009647
1.133333,-0.009157,0.032069,0.016539,-0.185248,-1.383106,0.040428,-0.494380,-0.016851,0.015164,-0.199328,-1.410000,-0.085143,0.490482,-0.016261,0.016909
1.166667,-0.000291,0.033632,0.018445,-0.186316,-1.392107,0.049001,-0.492332,-0.003683,0.011659,-0.200654,-1.410000,-0.078963,0.496339,-0.014866,0.007730
1.200000,-0.001317,0.033722,0.018697,-0.183480,-1.381310,0.044015,-0.497660,-0.005446,0.004428,-0.207127,-1.410000,-0.096787,0.485914,-0.015259,0.011750
1.233333,-0.002846,0.029787,0.020242,-0.181745,-1.386112,0.043369,-0.489185,-0.003082,0.007518,-0.194260,-1.410000,-0.088223,0.497823,-0.020704,0.007460
1.266667,-0.005308,0.030987,0.021098,-0.185549,-1.385968,0.047932,-0.492480,0.000692,0.000829,-0.203308,-1.410000,-0.082383,0.499501,-0.011897,0.009785
1.300000,-0.001079,0.028213,0.013639,-0.431613,-1.370359,0.838727,-0.824505,0.000980,0.006322,-0.325547,-1.410000,-0.764490,0.711838,-0.006999,0.011900
1.333333,-0.003489,0.027207,0.017025,-0.232612,-1.398871,0.272242,-0.632900,0.000602,0.004487,-0.233102,-1.410000,-0.335207,0.571159,-0.011954,0.013913
1.366667,-0.000759,0.033117,0.019614,-0.184865,-1.384429,0.040907,-0.492584,-0.003469,0.002937,-0.203138,-1.408539,-0.094749,0.482912,-0.014090,0.008264
1.400000,-0.004949,0.034256,0.018041,-0.189794,-1.389248,0.054436,-0.497260,-0.010904,0.017890,-0.202031,-1.410000,-0.076572,0.495880,-0.005158,0.008488
