time_sec,joint_pelvisYaw,joint_pelvisPitch,joint_pelvisRoll,joint_lShoulderPitch,joint_lShoulderRoll,joint_lShoulderYaw,joint_lElbow,joint_lWristRoll,joint_lWristPitch,joint_rShoulderPitch,joint_rShoulderRoll,joint_rShoulderYaw,joint_rElbow,joint_rWristRoll,joint_rWristPitch
0.000000,0.005648,0.011452,-0.006152,-1.021767,-1.081097,1.646924,-1.308674,-0.015013,-0.001034,-0.821196,-1.178577,-1.492373,1.570000,0.003663,-0.014947
0.033333,0.002468,0.016570,-0.014417,-1.228137,-0.984867,1.469776,-1.476995,-0.015790,0.009617,-0.396677,-0.953855,-0.092870,1.559312,-0.000938,-0.014784
0.066667,-0.014336,0.013767,-0.001775,-1.019686,-1.088643,1.645922,-1.309259,-0.004817,0.004297,-0.835607,-1.192475,-1.493933,1.570000,0.013656,-0.013265
0.100000,-0.003519,0.013319,-0.007604,-1.179723,-1.018078,1.448083,-1.450713,-0.002754,0.005442,-0.775030,-1.179776,-0.929581,1.570000,-0.001145,-0.020291
0.133333,0.002700,0.014207,-0.011910,-1.193674,-0.988470,1.379157,-1.481105,-0.006314,0.008950,-0.612882,-1.167323,-0.520963,1.569013,0.004518,-0.017860
0.166667,0.001667,0.009768,-0.004906,-0.273111,-1.056155,0.030201,-0.086751,-0.004747,0.008759,-0.314736,-1.329180,-0.673294,1.056226,0.000509,-0.013398
0.200000,-0.004739,0.013474,-0.002064,-0.345395,-0.734497,-0.145590,-1.547475,-0.006300,0.012702,-0.298384,-1.008109,0.103755,1.521124,-0.002421,-0.022305
0.233333,-0.002465,0.013786,-0.005285,-0.950538,-0.959045,0.940085,-1.507111,-0.004935,0.005833,-0.529523,-1.197999,-0.378653,1.557845,-0.011725,-0.020340
0.266667,-0.002631,0.012759,-0.001782,-1.014388,-1.083919,1.650449,-1.304244,-0.007265,0.002448,-0.823058,-1.183739,-1.482982,1.570000,0.010692,-0.016633
0.300000,-0.004879,0.004813,0.002539,-0.444522,-1.159222,0.947276,-1.039908,-0.021184,0.003176,-0.848212,-1.169166,-1.491500,1.545947,-0.002927,-0.013364
0.333333,-0.007521,0.002394,0.004039,-0.279643,-1.252235,0.621362,-0.867097,-0.009102,0.012218,-0.565403,-1.068639,-1.170235,1.457972,0.006448,-0.014119
0.366667,-0.000959,0.013186,-0.006167,-1.027134,-1.086452,1.652344,-1.300115,-0.009076,-0.002867,-0.819890,-1.175345,-1.493087,1.570000,-0.001099,-0.015145
0.400000,0.001736,0.014043,-0.010886,-1.054466,-0.902386,1.041545,-1.528397,-0.006804,0.014576,-0.372612,-1.041266,-0.031631,1.546143,-0.002438,-0.028725
0.433333,-0.003998,0.011285,-0.005833,-1.016359,-1.079271,1.643754,-1.306534,-0.010584,0.003345,-0.839940,-1.182327,-1.495973,1.570000,0.003588,-0.022662
0.466667,0.003537,0.006471,-0.001565,-1.013193,-1.076504,1.648795,-1.311491,-0.003747,-0.007248,-0.828472,-1.177624,-1.488854,1.570000,-0.005280,-0.022973
0.500000,-0.001033,0.000896,0.001294,-0.348677,-1.188447,0.769700,-0.954930,-0.010284,0.007286,-0.910608,-1.189955,-1.545619,1.538855,0.004964,-0.017164
0.533333,-0.003386,0.006321,-0.001183,-0.418050,-1.015267,-0.019951,-1.474501,-0.008561,0.011572,-0.700925,-1.298289,-0.766903,1.545940,0.000852,-0.016328
